                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                 1.1866,                  1.476,                  1.835,                0.53844,                0.72276,                0.63992,                0.52786,                 1.4744,                 1.4215,                 1.4897,             0.00059703,             0.00059703,             0.00059703
                    106,                 1.2374,                 1.5518,                  1.841,                0.62545,                0.62371,                0.63424,                0.53781,                 1.3787,                 1.2958,                  1.454,             0.00059403,             0.00059403,             0.00059403
                    107,                 1.2629,                 1.5362,                 1.8493,                0.64384,                0.56658,                0.60192,                0.50213,                 1.5018,                 1.5524,                 1.5039,             0.00059103,             0.00059103,             0.00059103
                    108,                 1.2464,                 1.5037,                  1.847,                 0.5868,                0.74409,                0.71009,                0.60404,                 1.4137,                 1.3362,                 1.4226,             0.00058803,             0.00058803,             0.00058803
                    109,                 1.3288,                 1.5086,                  1.849,                0.69244,                 0.6334,                0.65797,                0.55004,                 1.4866,                 1.3764,                 1.4625,             0.00058503,             0.00058503,             0.00058503
                    110,                 1.3583,                  1.482,                 1.8349,                0.64614,                0.64774,                0.65113,                0.54515,                 1.4345,                 1.3406,                 1.4194,             0.00058203,             0.00058203,             0.00058203
                    111,                 1.2966,                 1.4642,                 1.8429,                0.72844,                0.62915,                0.70592,                0.57583,                 1.5274,                 1.3988,                 1.4488,             0.00057903,             0.00057903,             0.00057903
                    112,                 1.2274,                 1.4109,                 1.8126,                0.62632,                0.66031,                0.69674,                0.57432,                 1.4439,                 1.3152,                 1.4323,             0.00057603,             0.00057603,             0.00057603
                    113,                 1.2234,                  1.389,                 1.8063,                0.68285,                0.71502,                0.73521,                0.61162,                 1.4313,                 1.2664,                 1.4231,             0.00057303,             0.00057303,             0.00057303
                    114,                 1.1946,                 1.4347,                 1.8398,                0.74782,                0.68167,                0.75442,                0.64726,                 1.3317,                 1.1932,                 1.4115,             0.00057003,             0.00057003,             0.00057003
                    115,                 1.1569,                 1.4033,                 1.8077,                0.62524,                0.68317,                 0.6871,                0.55509,                 1.5122,                 1.5241,                 1.4654,             0.00056703,             0.00056703,             0.00056703
                    116,                 1.2711,                 1.4936,                 1.8312,                0.66389,                0.60517,                0.65603,                0.53872,                 1.5141,                 1.3996,                 1.4323,             0.00056403,             0.00056403,             0.00056403
                    117,                 1.2099,                 1.3838,                 1.8159,                0.69756,                0.59113,                 0.6781,                0.56842,                 1.4815,                 1.3038,                 1.4216,             0.00056103,             0.00056103,             0.00056103
                    118,                 1.1572,                 1.3802,                 1.8259,                0.67773,                0.67784,                0.73562,                 0.6168,                 1.4421,                 1.2783,                 1.4432,             0.00055804,             0.00055804,             0.00055804
                    119,                 1.0867,                 1.3189,                 1.8221,                0.72293,                0.69343,                0.72943,                 0.6256,                  1.374,                 1.2255,                 1.4345,             0.00055504,             0.00055504,             0.00055504
                    120,                 1.1288,                  1.375,                 1.8174,                0.70416,                0.68522,                0.73294,                0.61605,                 1.3611,                 1.3365,                  1.442,             0.00055204,             0.00055204,             0.00055204
